Question,Location,Gender,Age,Answer,Count
Are you satisfied with what NGOs are doing for you after the earthquake?,Makwanpur,Female,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Makwanpur,Female,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Makwanpur,Female,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Makwanpur,Female,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Makwanpur,Female,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,40 to 54,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Refused,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,25 to 39,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,55+,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,NA,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,4 Mostly yes,36
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,2 Very little,17
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,6 Don't know,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,5 Completely yes,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,3 Neutral,19
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,1 Not at all,34
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,40 to 54,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,4 Mostly yes,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,3 Neutral,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,1 Not at all,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Refused,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,4 Mostly yes,34
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,2 Very little,24
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,6 Don't know,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,5 Completely yes,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,3 Neutral,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,1 Not at all,13
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,25 to 39,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,4 Mostly yes,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,2 Very little,7
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,6 Don't know,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,5 Completely yes,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,3 Neutral,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,1 Not at all,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,4 Mostly yes,13
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,2 Very little,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,6 Don't know,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,5 Completely yes,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,3 Neutral,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,1 Not at all,11
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,55+,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,4 Mostly yes,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,2 Very little,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,6 Don't know,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,5 Completely yes,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,1 Not at all,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,4 Mostly yes,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Male,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,40 to 54,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Refused,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,25 to 39,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,55+,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Other,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,4 Mostly yes,38
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,2 Very little,25
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,6 Don't know,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,5 Completely yes,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,3 Neutral,12
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,1 Not at all,20
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,40 to 54,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,2 Very little,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,1 Not at all,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Refused,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,4 Mostly yes,36
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,2 Very little,26
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,6 Don't know,17
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,5 Completely yes,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,3 Neutral,15
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,1 Not at all,21
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,25 to 39,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,4 Mostly yes,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,2 Very little,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,6 Don't know,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,5 Completely yes,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,3 Neutral,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,1 Not at all,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,4 Mostly yes,13
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,2 Very little,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,6 Don't know,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,5 Completely yes,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,3 Neutral,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,1 Not at all,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,55+,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,4 Mostly yes,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,2 Very little,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,5 Completely yes,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,1 Not at all,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,2 Very little,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kathmandu,Female,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,40 to 54,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Refused,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,25 to 39,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,55+,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,4 Mostly yes,0
